chr	start	end	strand	transcript_id	gene_name	TSS
chr19	55067636	55099477	-	NM_008149	Gpam	55099477
chr19	55067636	55127238	-	NM_001356285	Gpam	55127238
chr19	55180726	55196313	+	NM_009348	Tectb	55180726
chr19	55192678	55192734	+	NR_106146	Mir6715	55192678
chr19	55198099	55217572	-	NM_001371012	Gucy2g	55217572
chr19	55198099	55241252	-	NM_001081076	Gucy2g	55241252
chr19	55253369	55296628	+	NM_027976	Acsl5	55253369
chr19	55298216	55316036	-	NM_001360595	Zdhhc6	55316036
chr19	55298216	55316036	-	NM_025883	Zdhhc6	55316036
chr19	55298216	55316036	-	NM_001033573	Zdhhc6	55316036
chr19	55316057	55627461	+	NM_001293686	Vti1a	55316057
chr19	55316057	55627461	+	NM_001293685	Vti1a	55316057
chr19	55316057	55627461	+	NM_016862	Vti1a	55316057
chr19	55316057	55576999	+	NM_001360432	Vti1a	55316057
chr19	55316057	55627461	+	NM_001360431	Vti1a	55316057
chr19	55640589	55702204	-	NR_045318	4930552P12Rik	55702204
chr19	55741810	55933655	+	NM_001331138	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331136	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331135	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331143	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331149	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331148	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331147	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331137	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331144	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001142922	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331140	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331150	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331146	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331139	Tcf7l2	55741810
chr19	55741810	55933655	+	NR_138565	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331145	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001142923	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_009333	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001142919	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001142920	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331142	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001331141	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001142918	Tcf7l2	55741810
chr19	55741810	55933655	+	NM_001142921	Tcf7l2	55741810
chr19	55895321	55933655	+	NM_001142924	Tcf7l2	55895321
chr19	56287912	56311988	+	NM_001329936	Habp2	56287912
chr19	56287912	56320820	+	NM_146101	Habp2	56287912
chr19	56287912	56320820	+	NM_001329935	Habp2	56287912
chr19	56320041	56390038	-	NM_001286552	Nrap	56390038
chr19	56320041	56390038	-	NM_008733	Nrap	56390038
chr19	56320041	56390038	-	NM_198059	Nrap	56390038
chr19	56397129	56442343	+	NM_007611	Casp7	56397129
chr19	56461637	56486729	+	NM_172641	Plekhs1	56461637
chr19	56461637	56486729	+	NM_001164263	Plekhs1	56461637
chr19	56529161	56548222	-	NM_018831	Dclre1a	56548222
chr19	56529161	56548122	-	NM_001360437	Dclre1a	56548122
chr19	56529161	56548122	-	NM_001360439	Dclre1a	56548122
chr19	56529161	56548122	-	NM_001360438	Dclre1a	56548122
chr19	56529161	56548122	-	NR_153440	Dclre1a	56548122
chr19	56529161	56548122	-	NR_153439	Dclre1a	56548122
chr19	56548261	56598846	+	NM_025811	Nhlrc2	56548261
chr19	56722117	56725150	+	NM_007419	Adrb1	56722117
chr19	56787485	56822199	-	NM_170757	Ccdc186	56822199
chr19	56826209	56870012	+	NM_001002238	Tdrd1	56826209
chr19	56826275	56870012	+	NM_001002240	Tdrd1	56826275
chr19	56826286	56870012	+	NM_031387	Tdrd1	56826286
chr19	56830712	56870012	+	NM_001002241	Tdrd1	56830712
chr19	56874416	56912078	+	NM_172840	Vwa2	56874416
chr19	56912354	57008575	-	NM_001177797	Afap1l2	57008575
chr19	56912354	57008575	-	NM_146102	Afap1l2	57008575
chr19	56912354	57008575	-	NM_001177796	Afap1l2	57008575
chr19	57032733	57119024	-	NM_001347459	Ablim1	57119024
chr19	57032733	57216032	-	NM_001290813	Ablim1	57216032
chr19	57032733	57197631	-	NM_001290816	Ablim1	57197631
chr19	57032733	57314919	-	NM_001362445	Ablim1	57314919
chr19	57032733	57119024	-	NM_001103178	Ablim1	57119024
chr19	57032733	57197631	-	NM_001103177	Ablim1	57197631
chr19	57032733	57274668	-	NM_001362446	Ablim1	57274668
chr19	57032733	57197631	-	NM_001290815	Ablim1	57197631
chr19	57032733	57216032	-	NM_178688	Ablim1	57216032
chr19	57273960	57277052	+	NR_045319	4930449E18Rik	57273960
chr19	57323197	57360899	-	NR_040316	B230217O12Rik	57360899
chr19	57361009	57389594	+	NM_145505	Fam160b1	57361009
chr19	57452906	57488908	+	NM_029839	Trub1	57452906
chr19	57452906	57491005	+	NM_028115	Trub1	57452906
chr19	57508564	57512788	+	NR_040306	6720468P15Rik	57508564
chr19	57509066	57512788	+	NR_040307	6720468P15Rik	57509066
chr19	57611034	58133340	+	NM_181415	Atrnl1	57611034
chr19	58051167	58051236	+	NR_049196	Mir5623	58051167
chr19	58235581	58455398	-	NR_104342	Gfra1	58455398
chr19	58235581	58455398	-	NM_010279	Gfra1	58455398
chr19	58235581	58455398	-	NM_001285457	Gfra1	58455398
chr19	58296204	58300348	+	NR_040449	Gm10007	58296204
chr19	58511985	58553104	+	NM_001373969	Ccdc172	58511985
chr19	58511985	58553104	+	NM_001373968	Ccdc172	58511985
chr19	58511985	58553104	+	NM_001374039	Ccdc172	58511985
chr19	58511985	58553104	+	NM_029372	Ccdc172	58511985
chr19	58606329	58629753	+	NR_038136	1810007D17Rik	58606329
chr19	58670365	58681799	+	NM_026925	Pnlip	58670365
chr19	58698917	58701323	+	NR_038140	1810018F18Rik	58698917
chr19	58728887	58744169	+	NM_018874	Pnliprp1	58728887
chr19	58759723	58777534	+	NM_011128	Pnliprp2	58759723
chr19	58785801	58793697	-	NM_001368689	1700019N19Rik	58793697
chr19	58785801	58793292	-	NM_001368688	1700019N19Rik	58793292
chr19	58785803	58794414	-	NM_026208	1700019N19Rik	58794414
chr19	58795750	58943672	-	NM_001327998	Hspa12a	58943672
chr19	58795751	58860984	-	NM_175199	Hspa12a	58860984
chr19	58911673	58911759	-	NR_037247	Mir3086	58911759
chr19	58943425	58971421	+	NM_178689	Eno4	58943425
chr19	58973358	59076069	-	NM_001114312	Shtn1	59076069
chr19	58973358	59076069	-	NM_175172	Shtn1	59076069
chr19	59164481	59170397	-	NM_009501	Vax1	59170397
chr19	59219648	59237370	+	NM_207261	Kcnk18	59219648
chr19	59260878	59296012	+	NM_172523	Slc18a2	59260878
chr19	59296084	59345780	-	NM_001033222	Pdzd8	59345780
chr19	59425104	59458635	-	NR_002863	Emx2os	59458635
chr19	59458690	59465357	+	NM_010132	Emx2	59458690
chr19	59493136	59559391	+	NR_045308	2700089I24Rik	59493136
chr19	59902884	59943654	-	NM_001164367	Rab11fip2	59943654
chr19	59902884	59943364	-	NM_001033172	Rab11fip2	59943364
chr19	60144675	60162591	+	NR_026942	E330013P04Rik	60144675
chr19	60198586	60226701	-	NM_001358273	Fam204a	60226701
chr19	60198586	60226701	-	NM_001358272	Fam204a	60226701
chr19	60198586	60226701	-	NM_001358271	Fam204a	60226701
chr19	60198586	60226701	-	NM_029648	Fam204a	60226701
chr19	60198586	60226701	-	NR_152390	Fam204a	60226701
chr19	60198586	60226701	-	NR_152391	Fam204a	60226701
chr19	60466733	60468304	-	NM_201615	Prlhr	60468304
chr19	60524696	60581023	-	NM_030197	Cacul1	60581023
chr19	60524696	60581023	-	NM_001172097	Cacul1	60581023
chr19	60524696	60581023	-	NM_001172096	Cacul1	60581023
chr19	60755987	60759914	+	NM_178421	Nanos1	60755987
chr19	60761116	60790693	-	NM_010123	Eif3a	60790693
chr19	60774331	60774397	-	NR_105743_2	Mir3084-2	60774397
chr19	60774331	60774385	-	NR_034047	Snora19	60774385
chr19	60774331	60774397	-	NR_037245_2	Mir3084-1	60774397
chr19	60811555	60836235	+	NM_001360619	Fam45a	60811555
chr19	60811555	60836235	+	NM_001167829	Fam45a	60811555
chr19	60811555	60836235	+	NM_001347464	Fam45a	60811555
chr19	60811555	60836235	+	NM_001360620	Fam45a	60811555
chr19	60811555	60836235	+	NM_026437	Fam45a	60811555
chr19	60837277	60861428	-	NM_001362384	Sfxn4	60861428
chr19	60837277	60861428	-	NM_001362385	Sfxn4	60861428
chr19	60837277	60861428	-	NM_053198	Sfxn4	60861428
chr19	60864066	60874538	-	NM_007452	Prdx3	60874538
chr19	60889749	61092555	+	NM_018869	Grk5	60889749
chr19	61053840	61140840	-	NR_131953	Zfp950	61140840
chr19	61114982	61140840	-	NR_131954	Zfp950	61140840
chr19	61114982	61140840	-	NR_131955	Zfp950	61140840
chr19	61114982	61140840	-	NR_131956	Zfp950	61140840
chr19	61114982	61140840	-	NM_001309195	Zfp950	61140840
chr19	61118131	61140840	-	NM_001309216	Zfp950	61140840
chr19	61122427	61140840	-	NM_001001737	Zfp950	61140840
chr19	61174686	61176309	-	NM_001177513	Gm7102	61176309
chr19	61224402	61228418	-	NM_009970	Csf2ra	61228418
chr1_GL456211_random	145347	165925	-	NR_131981	LOC100041034	165925
chr1_GL456212_random	31027	45019	-	NM_001372515_2	LOC108167347	45019
chr1_GL456221_random	17591	30203	-	NR_131980	LOC664787	30203
chr1_GL456221_random	111558	163011	-	NM_033616	Csprs	163011
chr2	3114224	3227801	+	NM_001310434	Fam171a1	3114224
chr2	3118382	3227801	+	NM_001361386	Fam171a1	3118382
chr2	3118382	3227801	+	NM_001081161	Fam171a1	3118382
chr2	3118685	3227801	+	NM_001347067	Fam171a1	3118685
chr2	3284212	3328877	+	NM_001290368	Nmt2	3284212
chr2	3284212	3328877	+	NM_008708	Nmt2	3284212
chr2	3284212	3328877	+	NM_001290369	Nmt2	3284212
chr2	3284212	3328877	+	NM_001290370	Nmt2	3284212
chr2	3328949	3332628	-	NM_001013376	Rpp38	3332628
chr2	3336168	3340997	+	NM_030063	Acbd7	3336168
chr2	3341988	3366569	-	NM_145921	Olah	3366569
chr2	3409043	3422648	-	NM_008579	Meig1	3422648
chr2	3409043	3422648	-	NM_001355205	Meig1	3422648
chr2	3409043	3419129	-	NM_001355208	Meig1	3419129
chr2	3409043	3419129	-	NM_001355207	Meig1	3419129
chr2	3409043	3418597	-	NM_001355210	Meig1	3418597
chr2	3409043	3419129	-	NM_001355209	Meig1	3419129
chr2	3424131	3461116	+	NM_001302674	Dclre1c	3424131
chr2	3424131	3455354	+	NM_146114	Dclre1c	3424131
chr2	3424131	3461116	+	NM_001110214	Dclre1c	3424131
chr2	3424131	3461116	+	NM_175683	Dclre1c	3424131
chr2	3424131	3455354	+	NM_001302684	Dclre1c	3424131
chr2	3424131	3442206	+	NM_001362904	Dclre1c	3424131
chr2	3424131	3466447	+	NM_001362903	Dclre1c	3424131
chr2	3455815	3474986	-	NM_022724	Suv39h2	3474986
chr2	3455815	3474986	-	NR_027509	Suv39h2	3474986
chr2	3488854	3512814	-	NM_001355397	Hspa14	3512814
chr2	3488854	3512814	-	NM_015765	Hspa14	3512814
chr2	3504529	3512814	-	NR_103465	Hspa14	3512814
chr2	3504529	3512814	-	NR_149715	Hspa14	3512814
chr2	3513065	3526376	+	NM_177647	Cdnf	3513065
chr2	3713458	3782134	+	NM_025626	Fam107b	3713458
chr2	4017683	4614043	+	NM_001347086	Frmd4a	4017683
chr2	4132065	4141141	-	NR_040500	1700080N15Rik	4141141
chr2	4152863	4614043	+	NM_172475	Frmd4a	4152863
chr2	4400976	4614043	+	NM_001177843	Frmd4a	4400976
chr2	4559754	4614043	+	NM_001177844	Frmd4a	4559754
chr2	4622058	4652135	-	NM_026045	Prpf18	4652135
chr2	4622058	4652135	-	NM_001356451	Prpf18	4652135
chr2	4717831	4802146	+	NM_001190400	Bend7	4717831
chr2	4717831	4802146	+	NM_178663	Bend7	4717831
chr2	4881564	4910556	+	NM_175400	Sephs1	4881564
chr2	4881564	4910556	+	NM_001362709	Sephs1	4881564
chr2	4881564	4910556	+	NM_001362710	Sephs1	4881564
chr2	4882227	4910556	+	NM_001362707	Sephs1	4882227
chr2	4882838	4910556	+	NM_001362708	Sephs1	4882838
chr2	4918996	4938743	+	NM_010726	Phyh	4918996
chr2	4976122	4985748	+	NM_026754	Ucma	4976122
chr2	4976122	4985748	+	NM_001113558	Ucma	4976122
chr2	4976122	4985748	+	NM_001165932	Ucma	4976122
chr2	4976122	4985748	+	NM_001311208	Ucma	4976122
chr2	4990724	5012791	-	NM_027290	Mcm10	5012791
chr2	4990724	5012344	-	NM_001305259	Mcm10	5012344
chr2	5020642	5064117	-	NM_001356487	Optn	5064117
chr2	5020642	5064117	-	NM_181848	Optn	5064117
chr2	5137776	5230866	+	NM_028804	Ccdc3	5137776
chr2	5293457	5714762	-	NM_177343	Camk1d	5714762
chr2	5293457	5676046	-	NM_001290376	Camk1d	5676046
chr2	5293457	5714762	-	NM_001290375	Camk1d	5714762
chr2	5293457	5714762	-	NM_001290374	Camk1d	5714762
chr2	5379390	5483389	+	NR_030601	Mir466d	5379390
chr2	5794294	5845177	-	NM_133837	Cdc123	5845177
chr2	5794294	5845177	-	NM_001356501	Cdc123	5845177
chr2	5794294	5845177	-	NM_001356502	Cdc123	5845177
chr2	5809555	5845177	-	NM_001356504	Cdc123	5845177
chr2	5809555	5845177	-	NM_001356503	Cdc123	5845177
chr2	5845034	5868736	+	NM_016918	Nudt5	5845034
chr2	5862080	5862934	-	NR_152181	Gm13199	5862934
chr2	5870977	5895432	-	NM_021305	Sec61a2	5895432
chr2	5870977	5895432	-	NM_001356411	Sec61a2	5895432
chr2	5898060	5942792	-	NM_001081131	Dhtkd1	5942792
chr2	5951469	6056703	+	NM_001081132	Upf2	5951469
chr2	6098500	6130185	-	NM_001159657	Proser2	6130185
chr2	6098500	6130185	-	NM_144883	Proser2	6130185
chr2	6132869	6140570	+	NR_033470	Gm10857	6132869
chr2	6132883	6140570	+	NR_033471	Gm10857	6132883
chr2	6188465	6212994	-	NM_024208	Echdc3	6212994
chr2	6193251	6321611	+	NR_040333	A230108P19Rik	6193251
chr2	6322757	6443820	+	NM_001080548	Usp6nl	6322757
chr2	6352736	6443820	+	NM_181399	Usp6nl	6352736
chr2	6539699	6872035	-	NM_001347094	Celf2	6872035
chr2	6539699	6721662	-	NM_001310447	Celf2	6721662
chr2	6539699	7081302	-	NM_001110229	Celf2	7081302
chr2	6539699	7396000	-	NM_001110232	Celf2	7396000
chr2	6539699	7396198	-	NM_001110231	Celf2	7396198
chr2	6539699	7081302	-	NM_001110230	Celf2	7081302
chr2	6539699	6884996	-	NM_001110228	Celf2	6884996
chr2	6539699	6884996	-	NM_001160293	Celf2	6884996
chr2	6539699	7081302	-	NM_001160292	Celf2	7081302
chr2	6539699	6884996	-	NM_010160	Celf2	6884996
chr2	6922702	6928722	-	NR_027890	5031426D15Rik	6928722
chr2	9189515	9197484	+	NR_038180	1700061F12Rik	9189515
chr2	9857078	9878600	-	NM_001355112	Gata3	9878600
chr2	9857078	9878600	-	NM_001355110	Gata3	9878600
chr2	9857078	9878600	-	NM_008091	Gata3	9878600
chr2	9857078	9878600	-	NM_001355111	Gata3	9878600
chr2	9881246	9886767	+	NR_024257	4930412O13Rik	9881246
chr2	9883041	9889540	-	NR_040511	9230102O04Rik	9889540
chr2	9906149	9915582	+	NR_152218	Gm13262	9906149
chr2	9914552	10048609	-	NM_027748	Taf3	10048609
chr2	10056031	10080510	-	NM_020615	Atp5c1	10080510
chr2	10056031	10080510	-	NM_001112738	Atp5c1	10080510
chr2	10056031	10080432	-	NM_001374641	Atp5c1	10080432
chr2	10080612	10092701	+	NM_025280	Kin	10080612
chr2	10094591	10130683	-	NM_010582	Itih2	10130683
chr2	10153543	10256529	+	NM_172471	Itih5	10153543
chr2	10370451	10595253	+	NM_001198808	Sfmbt2	10370451
chr2	10372436	10439137	+	NM_001198809	Sfmbt2	10372436
chr2	10372436	10595253	+	NM_001369078	Sfmbt2	10372436
chr2	10372436	10595253	+	NM_177386	Sfmbt2	10372436
chr2	10466663	10466746	+	NR_130333	Mir466m	10466663
chr2	10467229	10467349	+	NR_130324	Mir669f	10467229
chr2	10467495	10467613	+	NR_035426	Mir669e	10467495
chr2	10467790	10467886	+	NR_030469	Mir669b	10467790
chr2	10468343	10468463	+	NR_130323	Mir669d	10468343
chr2	10468971	10469068	+	NR_130330	Mir669l	10468971
chr2	10471644	10471729	+	NR_130334	Mir669d-2	10471644
chr2	10472254	10472340	+	NR_030552	Mir297a-4	10472254
chr2	10472254	10511772	+	NR_030551	Mir297a-3	10472254
chr2	10472254	10472343	+	NR_029648	Mir297a-2	10472254
chr2	10473931	10474027	+	NR_030571	Mir467c	10473931
chr2	10474215	10474304	+	NR_130336_6	Mir466b-4	10474215
chr2	10474215	10474304	+	NR_130338_6	Mir466b-6	10474215
chr2	10474217	10474304	+	NR_130337_6	Mir466b-5	10474217
chr2	10474217	10474304	+	NR_130339_5	Mir466b-7	10474217
chr2	10474219	10474300	+	NR_130319	Mir466b-1	10474219
chr2	10474433	10474541	+	NR_030471	Mir669a-3	10474433
chr2	10475300	10475426	+	NR_035410	Mir669k	10475300
chr2	10476342	10476423	+	NR_037261	Mir467a-7	10476342
chr2	10476342	10476423	+	NR_037265_2	Mir467a-9	10476342
chr2	10476342	10476423	+	NR_037263	Mir467a-8	10476342
chr2	10476342	10476423	+	NR_037256_7	Mir467a-5	10476342
chr2	10476342	10476423	+	NR_037254_4	Mir467a-4	10476342
chr2	10476342	10476423	+	NR_037249_8	Mir467a-2	10476342
chr2	10476346	10476418	+	NR_035406	Mir467a-1	10476346
chr2	10476628	10476713	+	NR_130341	Mir466b-8	10476628
chr2	10476630	10476713	+	NR_130321	Mir466e	10476630
chr2	10476851	10476945	+	NR_030470_6	Mir669a-2	10476851
chr2	10476853	10476949	+	NR_035408_8	Mir669a-1	10476853
chr2	10477150	10477272	+	NR_035411	Mir669g	10477150
chr2	10477910	10478030	+	NR_035416	Mir669j	10477910
chr2	10478798	10478880	+	NR_037256	Mir467a-5	10478798
chr2	10478798	10478880	+	NR_037254_3	Mir467a-4	10478798
chr2	10478798	10478880	+	NR_037263_2	Mir467a-8	10478798
chr2	10478798	10478880	+	NR_037265_4	Mir467a-9	10478798
chr2	10478798	10478880	+	NR_037249_7	Mir467a-2	10478798
chr2	10478798	10478880	+	NR_037261_5	Mir467a-7	10478798
chr2	10478803	10478875	+	NR_035406_10	Mir467a-1	10478803
chr2	10479086	10479171	+	NR_130341_2	Mir466b-8	10479086
chr2	10479088	10479171	+	NR_130321_2	Mir466e	10479088
chr2	10479309	10479403	+	NR_030470_7	Mir669a-2	10479309
chr2	10479311	10479407	+	NR_035408_10	Mir669a-1	10479311
chr2	10481248	10481320	+	NR_030472	Mir467b	10481248
chr2	10481531	10481620	+	NR_130344	Gm25285	10481531
chr2	10481531	10481620	+	NR_130335_2	Mir466c-2	10481531
chr2	10481534	10481617	+	NR_130320_2	Mir466c-1	10481534
chr2	10481755	10481849	+	NR_030470_4	Mir669a-2	10481755
chr2	10481757	10481853	+	NR_035408_9	Mir669a-1	10481757
chr2	10483678	10483760	+	NR_037267_2	Mir467a-10	10483678
chr2	10483678	10483760	+	NR_037258	Mir467a-6	10483678
chr2	10483678	10483760	+	NR_037252_3	Mir467a-3	10483678
chr2	10483966	10484055	+	NR_130344_2	Gm25285	10483966
chr2	10483966	10484055	+	NR_130335_3	Mir466c-2	10483966
chr2	10483969	10484052	+	NR_130320_3	Mir466c-1	10483969
chr2	10484190	10484284	+	NR_030470	Mir669a-2	10484190
chr2	10484192	10484288	+	NR_035408_2	Mir669a-1	10484192
chr2	10486135	10486217	+	NR_037256_2	Mir467a-5	10486135
chr2	10486135	10486217	+	NR_037254_2	Mir467a-4	10486135
chr2	10486135	10486217	+	NR_037249_2	Mir467a-2	10486135
chr2	10486135	10486217	+	NR_037265_5	Mir467a-9	10486135
chr2	10486135	10486217	+	NR_037261_6	Mir467a-7	10486135
chr2	10486135	10486217	+	NR_037263_7	Mir467a-8	10486135
chr2	10486140	10486212	+	NR_035406_9	Mir467a-1	10486140
chr2	10486423	10486512	+	NR_130336	Mir466b-4	10486423
chr2	10486423	10486512	+	NR_130338_5	Mir466b-6	10486423
chr2	10486425	10486512	+	NR_130337_5	Mir466b-5	10486425
chr2	10486425	10486512	+	NR_130339_3	Mir466b-7	10486425
chr2	10486427	10486508	+	NR_130319_2	Mir466b-1	10486427
chr2	10486647	10486741	+	NR_030470_2	Mir669a-2	10486647
chr2	10486649	10486745	+	NR_035408_7	Mir669a-1	10486649
chr2	10488599	10488681	+	NR_037261_4	Mir467a-7	10488599
chr2	10488599	10488681	+	NR_037265	Mir467a-9	10488599
chr2	10488599	10488681	+	NR_037249_3	Mir467a-2	10488599
chr2	10488599	10488681	+	NR_037254_5	Mir467a-4	10488599
chr2	10488599	10488681	+	NR_037256_8	Mir467a-5	10488599
chr2	10488599	10488681	+	NR_037263_8	Mir467a-8	10488599
chr2	10488604	10488676	+	NR_035406_8	Mir467a-1	10488604
chr2	10488887	10488974	+	NR_130336_2	Mir466b-4	10488887
chr2	10488887	10488974	+	NR_130337	Mir466b-5	10488887
chr2	10488887	10488974	+	NR_130339	Mir466b-7	10488887
chr2	10488887	10488974	+	NR_130338_3	Mir466b-6	10488887
chr2	10488889	10488970	+	NR_130319_3	Mir466b-1	10488889
chr2	10491048	10491130	+	NR_037267	Mir467a-10	10491048
chr2	10491048	10491130	+	NR_037252	Mir467a-3	10491048
chr2	10491048	10491130	+	NR_037258_2	Mir467a-6	10491048
chr2	10491055	10491125	+	NR_035406_7	Mir467a-1	10491055
chr2	10491336	10491425	+	NR_130335	Mir466c-2	10491336
chr2	10491336	10491425	+	NR_130344_3	Gm25285	10491336
chr2	10491339	10491422	+	NR_130320	Mir466c-1	10491339
chr2	10491560	10491654	+	NR_030470_10	Mir669a-2	10491560
chr2	10491562	10491658	+	NR_035408_6	Mir669a-1	10491562
chr2	10493510	10493592	+	NR_037254	Mir467a-4	10493510
chr2	10493510	10493592	+	NR_037261_2	Mir467a-7	10493510
chr2	10493510	10493592	+	NR_037256_3	Mir467a-5	10493510
chr2	10493510	10493592	+	NR_037249_6	Mir467a-2	10493510
chr2	10493510	10493592	+	NR_037263_5	Mir467a-8	10493510
chr2	10493510	10493592	+	NR_037265_8	Mir467a-9	10493510
chr2	10493515	10493587	+	NR_035406_6	Mir467a-1	10493515
chr2	10493798	10493887	+	NR_130336_3	Mir466b-4	10493798
chr2	10493798	10493887	+	NR_130338_2	Mir466b-6	10493798
chr2	10493800	10493887	+	NR_130337_2	Mir466b-5	10493800
chr2	10493800	10493887	+	NR_130339_2	Mir466b-7	10493800
chr2	10493802	10493883	+	NR_130319_5	Mir466b-1	10493802
chr2	10494022	10494116	+	NR_030470_3	Mir669a-2	10494022
chr2	10494024	10494120	+	NR_035408_5	Mir669a-1	10494024
chr2	10495980	10496062	+	NR_037261_3	Mir467a-7	10495980
chr2	10495980	10496062	+	NR_037249_4	Mir467a-2	10495980
chr2	10495980	10496062	+	NR_037256_4	Mir467a-5	10495980
chr2	10495980	10496062	+	NR_037263_6	Mir467a-8	10495980
chr2	10495980	10496062	+	NR_037265_7	Mir467a-9	10495980
chr2	10495980	10496062	+	NR_037254_7	Mir467a-4	10495980
chr2	10495985	10496057	+	NR_035406_4	Mir467a-1	10495985
chr2	10496268	10496355	+	NR_130336_4	Mir466b-4	10496268
chr2	10496268	10496355	+	NR_130337_3	Mir466b-5	10496268
chr2	10496268	10496355	+	NR_130338	Mir466b-6	10496268
chr2	10496268	10496355	+	NR_130339_6	Mir466b-7	10496268
chr2	10496270	10496351	+	NR_130319_6	Mir466b-1	10496270
chr2	10498393	10498475	+	NR_037265_3	Mir467a-9	10498393
chr2	10498393	10498475	+	NR_037249	Mir467a-2	10498393
chr2	10498393	10498475	+	NR_037263_4	Mir467a-8	10498393
chr2	10498393	10498475	+	NR_037256_5	Mir467a-5	10498393
chr2	10498393	10498475	+	NR_037261_8	Mir467a-7	10498393
chr2	10498393	10498475	+	NR_037254_8	Mir467a-4	10498393
chr2	10498398	10498470	+	NR_035406_5	Mir467a-1	10498398
chr2	10498685	10498766	+	NR_030564	Mir466b-2	10498685
chr2	10498905	10498999	+	NR_030470_5	Mir669a-2	10498905
chr2	10498907	10499003	+	NR_035408_4	Mir669a-1	10498907
chr2	10500822	10500904	+	NR_037263_3	Mir467a-8	10500822
chr2	10500822	10500904	+	NR_037256_6	Mir467a-5	10500822
chr2	10500822	10500904	+	NR_037249_5	Mir467a-2	10500822
chr2	10500822	10500904	+	NR_037261_7	Mir467a-7	10500822
chr2	10500822	10500904	+	NR_037265_6	Mir467a-9	10500822
chr2	10500822	10500904	+	NR_037254_6	Mir467a-4	10500822
chr2	10500827	10500899	+	NR_035406_3	Mir467a-1	10500827
chr2	10501109	10501198	+	NR_130336_5	Mir466b-4	10501109
chr2	10501109	10501198	+	NR_130338_4	Mir466b-6	10501109
chr2	10501111	10501198	+	NR_130337_4	Mir466b-5	10501111
chr2	10501111	10501198	+	NR_130339_4	Mir466b-7	10501111
chr2	10501113	10501194	+	NR_130319_4	Mir466b-1	10501113
chr2	10501333	10501427	+	NR_030470_9	Mir669a-2	10501333
chr2	10501335	10501431	+	NR_035408	Mir669a-1	10501335
chr2	10503273	10503355	+	NR_037252_2	Mir467a-3	10503273
chr2	10503273	10503355	+	NR_037267_3	Mir467a-10	10503273
chr2	10503273	10503355	+	NR_037258_3	Mir467a-6	10503273
chr2	10503280	10503350	+	NR_035406_2	Mir467a-1	10503280
chr2	10503565	10503645	+	NR_030565	Mir466b-3	10503565
chr2	10503787	10503883	+	NR_035408_3	Mir669a-1	10503787
chr2	10507630	10507714	+	NR_030572	Mir467d	10507630
chr2	10507918	10507990	+	NR_030150	Mir466	10507918
chr2	10510164	10510260	+	NR_030470_8	Mir669a-2	10510164
chr2	10511667	10511775	+	NR_030474	Mir297b	10511667
chr2	10512790	10512887	+	NR_035474	Mir669m-1	10512790
chr2	10513434	10513531	+	NR_035475	Mir669m-2	10513434
chr2	10513741	10513834	+	NR_037269	Mir466n	10513741
chr2	10514300	10514395	+	NR_130331	Mir669o	10514300
chr2	10514595	10514674	+	NR_030569	Mir466g	10514595
chr2	10516097	10516217	+	NR_130322	Mir466l	10516097
chr2	10517604	10517730	+	NR_035417	Mir669i	10517604
chr2	10518155	10518279	+	NR_035418	Mir669h	10518155
chr2	11172382	11301226	+	NM_008859	Prkcq	11172382
chr2	11338366	11398500	-	NR_040615	8030442B05Rik	11398500
chr2	11339489	11344106	+	NR_040369	Gm13293	11339489
chr2	11471431	11502090	-	NM_133232	Pfkfb3	11502090
chr2	11471431	11553929	-	NM_001177758	Pfkfb3	11553929
chr2	11471431	11502090	-	NM_001177757	Pfkfb3	11502090
chr2	11471431	11502090	-	NM_001177752	Pfkfb3	11502090
chr2	11471431	11502090	-	NM_001177753	Pfkfb3	11502090
chr2	11471431	11502090	-	NM_001177754	Pfkfb3	11502090
chr2	11471431	11502090	-	NM_001177756	Pfkfb3	11502090
chr2	11471431	11502090	-	NM_001177755	Pfkfb3	11502090
chr2	11585439	11603199	-	NM_152824	Rbm17	11603199
chr2	11642792	11693194	+	NM_008367	Il2ra	11642792
chr2	11705293	11733985	+	NM_001271497	Il15ra	11705293
