name group
GSM3752073_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_D6_AD001.chr3.normalized.rwr.bedpe B
GSM3752076_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_D7_AD001.chr3.normalized.rwr.bedpe B
GSM3752101_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_E12_AD001.chr3.normalized.rwr.bedpe B
GSM3752103_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_E12_AD004.chr3.normalized.rwr.bedpe B
GSM3752104_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_E12_AD006.chr3.normalized.rwr.bedpe B
GSM3752107_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_E12_AD012.chr3.normalized.rwr.bedpe B
GSM3752113_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_E2_AD006.chr3.normalized.rwr.bedpe B
GSM3752126_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_E6_AD008.chr3.normalized.rwr.bedpe B
GSM3752132_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_E7_AD010.chr3.normalized.rwr.bedpe B
GSM3752140_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_F10_AD002.chr3.normalized.rwr.bedpe B
GSM3752153_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_F12_AD004.chr3.normalized.rwr.bedpe B
GSM3752176_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_F4_AD006.chr3.normalized.rwr.bedpe B
GSM3752199_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_F9_AD006.chr3.normalized.rwr.bedpe B
GSM3752217_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_G12_AD002.chr3.normalized.rwr.bedpe B
GSM3752223_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_G12_AD012.chr3.normalized.rwr.bedpe B
GSM3752224_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_G1_AD001.chr3.normalized.rwr.bedpe B
GSM3752233_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_G2_AD008.chr3.normalized.rwr.bedpe B
GSM3752244_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_G5_AD001.chr3.normalized.rwr.bedpe B
GSM3752264_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_G8_AD012.chr3.normalized.rwr.bedpe B
GSM3752284_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H12_AD007.chr3.normalized.rwr.bedpe B
GSM3752294_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H2_AD001.chr3.normalized.rwr.bedpe B
GSM3752302_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H3_AD006.chr3.normalized.rwr.bedpe B
GSM3752305_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H4_AD002.chr3.normalized.rwr.bedpe B
GSM3752314_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H5_AD006.chr3.normalized.rwr.bedpe B
GSM3752325_190315_snm3Cseq_hs_29yr_BA10_UMB5580_5_UMB5580_6_H7_AD008.chr3.normalized.rwr.bedpe B
